owner,customer,ssi,method
Village of Freeport - (NY),Village of Freeport - (NY),False,unmatched - passthrough
City of Colton - (CA),Municipal / Public Utility (various),False,rule
Bayswater Peaking Facility LLC,Bayswater Peaking Facility LLC,False,unmatched - passthrough
CalPeak Power - Border LLC,CalPeak Power - Border LLC,False,unmatched - passthrough
Michigan Public Power Agency,Michigan Public Power Agency,False,unmatched - passthrough
CalPeak Power - Vaca Dixon LLC,CalPeak Power - Vaca Dixon LLC,False,unmatched - passthrough
California Holdings Delano LLC,California Holdings Delano LLC,False,unmatched - passthrough
CalPeak Power - Panoche LLC,CalPeak Power - Panoche LLC,False,unmatched - passthrough
City of Marshfield - (WI),Municipal / Public Utility (various),False,rule
"Goleta Energy Storage, LLC","Goleta Energy Storage, LLC",False,unmatched - passthrough
"Ranchland Solar, LLC","Ranchland Solar, LLC",False,unmatched - passthrough
"Palmer Solar, LLC","Palmer Solar, LLC",False,unmatched - passthrough
University of Michigan,Institutional Self-Generation (various),False,rule
"SR DeSoto III, LLC","SR DeSoto III, LLC",False,unmatched - passthrough
John Hancock,John Hancock,False,unmatched - passthrough
VESI 38 LLC,VESI 38 LLC,False,unmatched - passthrough
City of Chanute (KS),Municipal / Public Utility (various),False,rule
"RE Barren Ridge 1, LLC","RE Barren Ridge 1, LLC",False,unmatched - passthrough
"Hunterstown Power, LLC","Hunterstown Power, LLC",False,unmatched - passthrough
"Heirloom Solar (Ratts 1 Phase 2 Solar, LLC)","Heirloom Solar (Ratts 1 Phase 2 Solar, LLC)",False,unmatched - passthrough
"Regulus Solar, LLC","Regulus Solar, LLC",False,unmatched - passthrough
Tesoro Refining and Marketing Company,Tesoro Refining and Marketing Company,False,unmatched - passthrough
Indeck-Yerkes Ltd Partnership,Indeck-Yerkes Ltd Partnership,False,unmatched - passthrough
Mesa Wind Power LLC,Mesa Wind Power LLC,False,unmatched - passthrough
"Blackwell Wind, LLC","Blackwell Wind, LLC",False,unmatched - passthrough
Whirlwind Energy LLC,Whirlwind Energy LLC,False,unmatched - passthrough
Cameron Ridge LLC,Cameron Ridge LLC,False,unmatched - passthrough
Black Hills Electric Generation LLC,Black Hills Corp,False,rule
"Harvest II Windfarm, LLC","Harvest II Windfarm, LLC",False,unmatched - passthrough
"Adapture Renewables, Inc.","Adapture Renewables, Inc.",False,unmatched - passthrough
"ENI New Energy US, Inc","ENI New Energy US, Inc",False,unmatched - passthrough
CalPeak Power - Enterprise LLC,CalPeak Power - Enterprise LLC,False,unmatched - passthrough
Ocotillo Windpower LP,Ocotillo Windpower LP,False,unmatched - passthrough
City of Coffeyville - (KS),Municipal / Public Utility (various),False,rule
Phillips 66 - Los Angeles,Phillips 66 - Los Angeles,False,unmatched - passthrough
"Energy Vault, Inc.","Energy Vault, Inc.",False,unmatched - passthrough
Cove Mountain Solar LLC,Cove Mountain Solar LLC,False,unmatched - passthrough
"Ellwood Power, LLC","Ellwood Power, LLC",False,unmatched - passthrough
CI III VK I TE Partnership LLC,CI III VK I TE Partnership LLC,False,unmatched - passthrough
Indeck-Oswego Ltd Partnership,Indeck-Oswego Ltd Partnership,False,unmatched - passthrough
THUMS Long Beach Company,THUMS Long Beach Company,False,unmatched - passthrough
University of Illinois,Institutional Self-Generation (various),False,rule
"Wind Capital Holdings, LLC","Wind Capital Holdings, LLC",False,unmatched - passthrough
Indeck-Energy Serv Silver Spg,Indeck-Energy Serv Silver Spg,False,unmatched - passthrough
"Beech Ridge Energy II, LLC","Beech Ridge Energy II, LLC",False,unmatched - passthrough
CMD Carson LLC,CMD Carson LLC,False,unmatched - passthrough
"Tulare Solar Center, LLC","Tulare Solar Center, LLC",False,unmatched - passthrough
Independence Wind Energy LLC,Independence Wind Energy LLC,False,unmatched - passthrough
Ascend Performance Materials,Ascend Performance Materials,False,unmatched - passthrough
"NGI-Kayenta Solar Lessor I, LLC","NGI-Kayenta Solar Lessor I, LLC",False,unmatched - passthrough
International Paper Co-Riverdl,International Paper Co-Riverdl,False,unmatched - passthrough
"Gray Hawk Solar, LLC","Gray Hawk Solar, LLC",False,unmatched - passthrough
"Landrace Holdings, LLC","Landrace Holdings, LLC",False,unmatched - passthrough
"Macho Springs Solar, LLC","Macho Springs Solar, LLC",False,unmatched - passthrough
"Glover Creek Solar, LLC","Glover Creek Solar, LLC",False,unmatched - passthrough
Phillips 66 Company,Phillips 66 Company,False,unmatched - passthrough
"Dans Mountain Wind Force, LLC","Dans Mountain Wind Force, LLC",False,unmatched - passthrough
Butler Ridge Wind Energy Center,Butler Ridge Wind Energy Center,False,unmatched - passthrough
FreePort-McMoRan-Corp-Chino Mines,FreePort-McMoRan-Corp-Chino Mines,False,unmatched - passthrough
"Golden Fields Solar I, LLC","Golden Fields Solar I, LLC",False,unmatched - passthrough
"Solar Star California, XLI, LLC","Solar Star California, XLI, LLC",False,unmatched - passthrough
"South Carolina Genertg Co, Inc","South Carolina Genertg Co, Inc",False,unmatched - passthrough
"Pinnacle Wind, LLC","Pinnacle Wind, LLC",False,unmatched - passthrough
Curators of the University of Missouri,Institutional Self-Generation (various),False,rule
"Warren Generation, LLC","Warren Generation, LLC",False,unmatched - passthrough
"SR Millington, LLC","SR Millington, LLC",False,unmatched - passthrough
"Harvest Windfarm, LLC","Harvest Windfarm, LLC",False,unmatched - passthrough
Archer Daniels Midland Co,Archer Daniels Midland Co,False,unmatched - passthrough
"SR Meridian III, LLC","SR Meridian III, LLC",False,unmatched - passthrough
United States Steel-Mon Valley,United States Steel-Mon Valley,False,unmatched - passthrough
"SR South Loving, LLC","SR South Loving, LLC",False,unmatched - passthrough
John Laing US Solar Corp.,John Laing US Solar Corp.,False,unmatched - passthrough
"MS Solar 2, LLC","MS Solar 2, LLC",False,unmatched - passthrough
"Renewables Pipeline Parent, LLC","Renewables Pipeline Parent, LLC",False,unmatched - passthrough
"Solar Star Colorado III, LLC","Solar Star Colorado III, LLC",False,unmatched - passthrough
Silver State Power North,Silver State Power North,False,unmatched - passthrough
"FL Solar 5, LLC","FL Solar 5, LLC",False,unmatched - passthrough
Lakeswind Power Partners,Lakeswind Power Partners,False,unmatched - passthrough
"Blue Jay Solar I, LLC","Blue Jay Solar I, LLC",False,unmatched - passthrough
Cedar Falls Utilities,Cedar Falls Utilities,False,unmatched - passthrough
Goal Line LP,Goal Line LP,False,unmatched - passthrough
Wessington Wind,Wessington Wind,False,unmatched - passthrough
"Sunnybrook Farm Solar, LLC","Sunnybrook Farm Solar, LLC",False,unmatched - passthrough
Red Horse 2,Red Horse 2,False,unmatched - passthrough
"Live Oak Solar, LLC","Live Oak Solar, LLC",False,unmatched - passthrough
"Casa Mesa Wind, LLC","Casa Mesa Wind, LLC",False,unmatched - passthrough
SRIV Partnership LLC,SRIV Partnership LLC,False,unmatched - passthrough
Record Hill Wind LLC,Record Hill Wind LLC,False,unmatched - passthrough
FPL Energy Oliver County Wind,NextEra Energy Resources,True,rule
"CR Clearing, LLC","CR Clearing, LLC",False,unmatched - passthrough
Hidalgo Wind Farm II LLC,Hidalgo Wind Farm II LLC,False,unmatched - passthrough
"Cow Branch Wind Power, LLC","Cow Branch Wind Power, LLC",False,unmatched - passthrough
Georgia-Pacific Consr Prods LP-Savannah,Georgia-Pacific Consr Prods LP-Savannah,False,unmatched - passthrough
"Cotton Plains Wind I, LLC","Cotton Plains Wind I, LLC",False,unmatched - passthrough
"Beebe 1B Renewable Energy, LLC","Beebe 1B Renewable Energy, LLC",False,unmatched - passthrough
"Texas A&M, Utilities & Energy Services","Texas A&M, Utilities & Energy Services",False,unmatched - passthrough
"83WI 8ME, LLC","83WI 8ME, LLC",False,unmatched - passthrough
"BT Signal Ranch, LLC","BT Signal Ranch, LLC",False,unmatched - passthrough
"Sunlight Road Solar, LLC","Sunlight Road Solar, LLC",False,unmatched - passthrough
"East Point Energy Center, LLC","East Point Energy Center, LLC",False,unmatched - passthrough
"Assembly Solar I, LLC","Assembly Solar I, LLC",False,unmatched - passthrough
"Whitehorn Solar, LLC","Whitehorn Solar, LLC",False,unmatched - passthrough
"41MB 8me, LLC","41MB 8me, LLC",False,unmatched - passthrough
Pavant Solar II LLC,Pavant Solar II LLC,False,unmatched - passthrough
"Partin Solar, LLC","Partin Solar, LLC",False,unmatched - passthrough
Padua 1,Padua 1,False,unmatched - passthrough
Conductive Power,Conductive Power,False,unmatched - passthrough
"Broad River Solar, LLC","Broad River Solar, LLC",False,unmatched - passthrough
"Hattiesburg Farm, LLC","Hattiesburg Farm, LLC",False,unmatched - passthrough
Roquette America,Roquette America,False,unmatched - passthrough
National Institutes of Health,National Institutes of Health,False,unmatched - passthrough
"Titan Solar, LLC","Titan Solar, LLC",False,unmatched - passthrough
ENGIE Solidago Solar LLC,Engie North America,True,rule
"Little Bear Solar 4, LLC (Longroad)",Longroad Energy,True,rule
"Little Bear Solar 5, LLC (Longroad)",Longroad Energy,True,rule
Iris Solar LLC,Iris Solar LLC,False,unmatched - passthrough
Los Angeles County Sanitation,Los Angeles County Sanitation,False,unmatched - passthrough
Liberty Utilities (CalPeco Electric) LLC,Algonquin / Liberty,False,rule
"SloughHouse Solar, LLC","SloughHouse Solar, LLC",False,unmatched - passthrough
"SolaireHolman 1, LLC","SolaireHolman 1, LLC",False,unmatched - passthrough
Byrd Ranch Storage LLC,Byrd Ranch Storage LLC,False,unmatched - passthrough
"Lamesa Solar II, L.L.C.","Lamesa Solar II, L.L.C.",False,unmatched - passthrough
"SR Turkey Creek, LLC","SR Turkey Creek, LLC",False,unmatched - passthrough
Domtar Paper Co LLC Kingsport Mill,Domtar Paper Co LLC Kingsport Mill,False,unmatched - passthrough
Kimberly Clark - Mobile Alabama,Kimberly Clark - Mobile Alabama,False,unmatched - passthrough
Kingman Energy Storage LLC,Kingman Energy Storage LLC,False,unmatched - passthrough
"Gransolar Texas One, LLC","Gransolar Texas One, LLC",False,unmatched - passthrough
"Birch Creek Power, LLC","Birch Creek Power, LLC",False,unmatched - passthrough
Chevelle Wind Iowa LLC,Chevelle Wind Iowa LLC,False,unmatched - passthrough
Blue Harvest Solar Park LLC,Blue Harvest Solar Park LLC,False,unmatched - passthrough
Clinton Solar (OH) LLC,Clinton Solar (OH) LLC,False,unmatched - passthrough
Valero Refining Co California,Valero Refining Co California,False,unmatched - passthrough
"Bluestone Farm Solar, LLC","Bluestone Farm Solar, LLC",False,unmatched - passthrough
Timber Road Solar Park,Timber Road Solar Park,False,unmatched - passthrough
Salt City Solar LLC,Salt City Solar LLC,False,unmatched - passthrough
"WGP Redwood Holdings, LLC","WGP Redwood Holdings, LLC",False,unmatched - passthrough
"Elawan Pitts Dudik Solar, LLC","Elawan Pitts Dudik Solar, LLC",False,unmatched - passthrough
Osceola Windpower II,Osceola Windpower II,False,unmatched - passthrough
FPL Energy Burleigh County Wind LLC,NextEra Energy Resources,True,rule
Wilton Wind II LLC,Wilton Wind II LLC,False,unmatched - passthrough
Route 66 Energy Storage,Route 66 Energy Storage,False,unmatched - passthrough
"Route 66 Energy Center, LLC","Route 66 Energy Center, LLC",False,unmatched - passthrough
Greenleaf Energy LLC,Greenleaf Energy LLC,False,unmatched - passthrough
AltaGas Ripon Energy Inc.,AltaGas Ripon Energy Inc.,False,unmatched - passthrough
Diamond Shamrock Refining Company LP,Diamond Shamrock Refining Company LP,False,unmatched - passthrough
"Quinebaug Solar, LLC","Quinebaug Solar, LLC",False,unmatched - passthrough
"Sanford Airport Solar, LLC","Sanford Airport Solar, LLC",False,unmatched - passthrough
City of Anaheim - (CA),Municipal / Public Utility (various),False,rule
BioUrja Renewables LLC,BioUrja Renewables LLC,False,unmatched - passthrough
"Kawailoa Solar, LLC","Kawailoa Solar, LLC",False,unmatched - passthrough
Jamestown Board of Public Util,Jamestown Board of Public Util,False,unmatched - passthrough
City of Chaska - (MN),Municipal / Public Utility (various),False,rule
Milwaukee Metro Sewerage Dist,Milwaukee Metro Sewerage Dist,False,unmatched - passthrough
"EF Oxnard, LLC","EF Oxnard, LLC",False,unmatched - passthrough
U S Borax Inc,U S Borax Inc,False,unmatched - passthrough
Goose Haven Energy Center,Goose Haven Energy Center,False,unmatched - passthrough
Creed Energy Center LLC,Creed Energy Center LLC,False,unmatched - passthrough
Great Bend Solar LLC,Great Bend Solar LLC,False,unmatched - passthrough
FPL Energy Oliver County Wind II LLC,NextEra Energy Resources,True,rule
Resurgence Solar II,Resurgence Solar II,False,unmatched - passthrough
City of West Plains - (MO),Municipal / Public Utility (various),False,rule
Calpine Corp-Yuba City,Calpine Group,False,rule
"Sune Beacon Site 2, LLC","Sune Beacon Site 2, LLC",False,unmatched - passthrough
Calpine Corp-King City,Calpine Group,False,rule
Airport Solar LLC,Airport Solar LLC,False,unmatched - passthrough
Gilroy Energy Center for Riverview,Gilroy Energy Center for Riverview,False,unmatched - passthrough
Nissequoque Cogen Partners,Nissequoque Cogen Partners,False,unmatched - passthrough
"EdSan 1B Group 2, LLC","EdSan 1B Group 2, LLC",False,unmatched - passthrough
Flint Hills Resources Corpus Christi LLC,Flint Hills Resources Corpus Christi LLC,False,unmatched - passthrough
Tropicana Products Inc,Tropicana Products Inc,False,unmatched - passthrough
Ridgetop Energy LLC II,Ridgetop Energy LLC II,False,unmatched - passthrough
"Alliance NYGT, LLC","Alliance NYGT, LLC",False,unmatched - passthrough
Wind Wall 1 LLC,Wind Wall 1 LLC,False,unmatched - passthrough
GFC - Franklin,GFC - Franklin,False,unmatched - passthrough
Iowa State University,Institutional Self-Generation (various),False,rule
"VESI Pomona Energy Storage, Inc.","VESI Pomona Energy Storage, Inc.",False,unmatched - passthrough
"Golden Hills Interconnection Wind, LLC","Golden Hills Interconnection Wind, LLC",False,unmatched - passthrough
"Waipio PV, LLC","Waipio PV, LLC",False,unmatched - passthrough
University of Cincinnati,Institutional Self-Generation (various),False,rule
Ingredion Inc - Illinois,Ingredion Inc - Illinois,False,unmatched - passthrough
RE Gaskell West LLC,RE Gaskell West LLC,False,unmatched - passthrough
Colton Power LP,Colton Power LP,False,unmatched - passthrough
"Palmer's Creek Wind Farm, LLC","Palmer's Creek Wind Farm, LLC",False,unmatched - passthrough
Thilmany LLC,Thilmany LLC,False,unmatched - passthrough
"ES 1A Group 2 Opco, LLC","ES 1A Group 2 Opco, LLC",False,unmatched - passthrough
Ticona Polymers Inc,Ticona Polymers Inc,False,unmatched - passthrough
Hale Kuawehi Solar LLC,Hale Kuawehi Solar LLC,False,unmatched - passthrough
Sunray Energy Inc,Sunray Energy Inc,False,unmatched - passthrough
Eurus Combine Hills I LLC,Eurus Combine Hills I LLC,False,unmatched - passthrough
Justin McNeilus,Justin McNeilus,False,unmatched - passthrough
Passadumkeag Windpark LLC,Passadumkeag Windpark LLC,False,unmatched - passthrough
Shadow Wolf Energy,Shadow Wolf Energy,False,unmatched - passthrough
Sylvamo North America LLC,Sylvamo North America LLC,False,unmatched - passthrough
Cerro Gordo Wind Farm,Cerro Gordo Wind Farm,False,unmatched - passthrough
"Primary Energy Recycling Holdings, LLC","Primary Energy Recycling Holdings, LLC",False,unmatched - passthrough
City of Murray - (UT),Municipal / Public Utility (various),False,rule
ORNI 30 LLC,ORNI 30 LLC,False,unmatched - passthrough
Riverbay Corp,Riverbay Corp,False,unmatched - passthrough
Purdue University,Institutional Self-Generation (various),False,rule
Equistar Chemicals LP,Equistar Chemicals LP,False,unmatched - passthrough
"RPG Elk/Hawkeye Investco, LLC","RPG Elk/Hawkeye Investco, LLC",False,unmatched - passthrough
"Genesee Solar Energy, LLC","Genesee Solar Energy, LLC",False,unmatched - passthrough
"Robin Hollow Solar, LLC","Robin Hollow Solar, LLC",False,unmatched - passthrough
OCI Energy LLC,OCI Energy LLC,False,unmatched - passthrough
TPW Petersburg LLC,TPW Petersburg LLC,False,unmatched - passthrough
"Kimball Wind, LLC","Kimball Wind, LLC",False,unmatched - passthrough
FPL Energy South Dakota Wind LLC,NextEra Energy Resources,True,rule
"Fourmile Wind Energy, LLC","Fourmile Wind Energy, LLC",False,unmatched - passthrough
"Dry Bridge Solar 1, LLC","Dry Bridge Solar 1, LLC",False,unmatched - passthrough
"High Mesa Energy, LLC","High Mesa Energy, LLC",False,unmatched - passthrough
"Woodward Energy Storage, LLC","Woodward Energy Storage, LLC",False,unmatched - passthrough
Cargill Inc North America Sweetners,Cargill Inc North America Sweetners,False,unmatched - passthrough
Elevation Solar C,Elevation Solar C,False,unmatched - passthrough
Golden Valley Elec Assn Inc,Golden Valley Elec Assn Inc,False,unmatched - passthrough
City of Higginsville - (MO),Municipal / Public Utility (various),False,rule
